"spellid","charactername","species","gender","house","patronus","incantation","spellname","light","chaptername","movietitle","runtime","budget","placeid","dialogues"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"I don't like this. I don't like this at all."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Where are we? A graveyard."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"This is no graveyard.  It's a chessboard."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"There's the door."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Now what do we do?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"It's obvious, isn't it? We've got to play our way across the room. All right. Harry, you take the Bishop's square. Hermione, you'll be the Queen's side castle. As for me, I'll be a knight."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"What happens now?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Well, white moves first, and then...we play."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Ron, you don't suppose this is going to be like...real wizard's chess, do you?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Wizard's Chess","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"You there! D-5!  Yes, Hermione, I think this is going to be exactly like wizard's chess!"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Castle to E-4! Smash! Ron: Pawn to C-3! Smash! Boom! The Queen turns, and smashes a piece! Harry, Ron and Hermione wince. The Queen turns again. Both Ron and Harry study the game."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Wait a minute."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"You understand right, Harry. Once I make my move, the Queen will take me...then you'll be free to check the King."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"No, Ron! No!"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"What is it?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"He's going to sacrifice himself!"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"No, Ron, you can't!  There must be another way!"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Do you want to stop Snape or not? Harry, it's you that has to go on. I know it. Not me, not Hermione, you.  Knight...to H-3."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Check."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Ahhhh!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"RON!  NO! Don't move! Dont forget, we're still playing.  Checkmate.  Take care of Ron. Then, go to the owlery. Send a message to Dumbledore. Ron's right...I have to go on."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"You'll be okay, Harry. You're a great wizard, you really are."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Not as good as you."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","Sacrifice Play","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"You?  No. I-it can't be. Snape, h-he was the one--"
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Yes. He does seem the type, doesn't he? Next to him, who would suspect p-p-p-poor st-stuttering Professor Quirrell?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"But-but that day, during the Quidditch match, Snape tried to kill me."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"No, dear boy. I tried to kill you.  And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded, even with Snape muttering his little countercurse."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Snape was trying to save me?"
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"I knew you were a danger to me right from the off. Especially after Halloween."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Then-then you let the troll in."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Very good, Potter, yes. Snape, unfortunately, wasn't fooled. While everyone else was running about the dungeon, he went to the third floor to head me off. He, of course, never trusted me again.  He rarely left me alone. But he doesn't understand. I'm never alone, never.  Now, what does this mirror do? I see what I desire. I see myself holding the stone. But how do I get it?"
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Use the boy."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Come here, Potter. Now!  Tell me... what do you see?  What is it?  What do you see?"
28,"Gilderoy Lockhart","Human","Male","Ravenclaw",NULL,"Levicorpus","Levicorpus","Green","Backfire","Harry Potter and the Chamber of Secrets","161","$100,000,000 ",25,"Uhh Hello. Who are you?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"I-I'm shaking hands with Dumbledore. I've won the House Cup."
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"He lies."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Tell the truth! What do you see?!"
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Let me speak to him."
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Master, you are not strong enough."
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"I have strength enough for this."
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Harry Potter, we meet again."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Voldemort."
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Man With Two Faces","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Yes. You see what I've become? See what I must do to survive? Live off another, a mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can, something that, conveniently enough, lies in your pocket."
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Stop him.  Don't be a fool! Why suffer a horrific death when you can join me and live?!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Never!"
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Haha. Bravery. Your parents had it too. Tell me, Harry, would you like to see your mother and father again? Together, we can bring them back.  All I ask for is something in return.  That's it, Harry. There is no good and evil. There is only power, and those too weak to seek it. Together, we'll do extraordinary things. Just give me the stone!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"You liar!"
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Kill him!"
41,"Quirinus Quirrell","Human","Male","Ravenclaw",NULL,"Piertotum Locomotor","Piertotum Locomotor","Green","Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Ahh! Ahh!  What is this magic?"
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Magic Touch","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",64,"Fool! Get the stone!"
4,"Albus Dumbledore","Human","Male","Gryffindor","Phoenix","Alohomora","Unlocking Charm","Blue","Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"Good afternoon, Harry. Ah. Tokens from your admirers?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"Admirers?"
4,"Albus Dumbledore","Human","Male","Gryffindor","Phoenix","Alohomora","Unlocking Charm","Blue","Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"What happened down in the dungeons between you and Professor Quirrell is a complete secret, so, naturally, the whole school knows.  Ah, I see your friend Ronald has saved you the trouble of opening your Chocolate Frogs."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"Ron was here? Is he all right? What about Hermione?"
4,"Albus Dumbledore","Human","Male","Gryffindor","Phoenix","Alohomora","Unlocking Charm","Blue","Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"Fine. They're both just fine."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"But, what happened to the Stone?"
4,"Albus Dumbledore","Human","Male","Gryffindor","Phoenix","Alohomora","Unlocking Charm","Blue","Mark of Love","Harry Potter and the Philosopher's Stone","152","$125,000,000 ",43,"Relax, dear boy. The stone has been destroyed. My friend Nicholas and I had a little chat and agreed it was best all around."
